Nombre,Avg_viewers,Time_streamed,All_time_peak_viewers,Hours_watched,Rank,Followers_gained,Total_followers,Total_views,Enlace
Bit7tv,201.0,227.2,350.0,45600.0,6644,1200.0,1700.0,0.0,https://twitchtracker.com/bit7tv
Zerek,307.0,128.8,796.0,39500.0,6645,284.0,17900.0,0.0,https://twitchtracker.com/zerek
Donramoon_,75.0,704.2,279.0,52700.0,6657,2700.0,6200.0,0.0,https://twitchtracker.com/donramoon_
Zdark,287.0,140.8,2443.0,40500.0,6667,2000.0,48200.0,0.0,https://twitchtracker.com/zdark
Mariotq,365.0,98.5,4712.0,35900.0,6672,-703.0,189000.0,395000.0,https://twitchtracker.com/mariotq
Ducksf5,395.0,86.4,4665.0,34100.0,6688,136.0,4300.0,0.0,https://twitchtracker.com/ducksf5
Nikomfps,284.0,142.5,2229.0,40400.0,6693,304.0,65300.0,793000.0,https://twitchtracker.com/nikomfps
Saselandiadirectos,448.0,69.2,9587.0,31000.0,6694,144.0,66400.0,2960000.0,https://twitchtracker.com/saselandiadirectos
Sh4rin,289.0,138.9,3531.0,40100.0,6704,220.0,15300.0,0.0,https://twitchtracker.com/sh4rin
Luisardito,485.0,58.8,6269.0,28500.0,6738,2400.0,221000.0,0.0,https://twitchtracker.com/luisardito
Mi_miau,627.0,32.3,23650.0,20300.0,6745,192.0,66500.0,1540000.0,https://twitchtracker.com/mi_miau
Arbmeis,295.0,133.2,3870.0,39300.0,6749,362.0,123000.0,3930000.0,https://twitchtracker.com/arbmeis
Chesscomes,524.0,49.4,4626.0,25900.0,6773,248.0,72400.0,23500000.0,https://twitchtracker.com/chesscomes
Jabiertzo,415.0,77.2,1403.0,32100.0,6785,630.0,13300.0,0.0,https://twitchtracker.com/jabiertzo
Universoreality_gh,592.0,37.0,5329.0,21900.0,6789,4300.0,4800.0,0.0,https://twitchtracker.com/universoreality_gh
Zephi,289.0,135.7,1225.0,39200.0,6797,768.0,14700.0,0.0,https://twitchtracker.com/zephi
Rivanr7,349.0,102.4,8269.0,35700.0,6802,876.0,56400.0,437000.0,https://twitchtracker.com/rivanr7
Mentefriaykoke,193.0,231.2,447.0,44600.0,6805,1700.0,2500.0,0.0,https://twitchtracker.com/mentefriaykoke
Estebanssj111,75.0,685.8,167.0,51400.0,6806,848.0,9800.0,0.0,https://twitchtracker.com/estebanssj111
Elronis_,669.0,25.9,2347.0,17300.0,6810,9600.0,32600.0,0.0,https://twitchtracker.com/elronis_
Llobeti4,634.0,30.3,36212.0,19200.0,6817,-169.0,1570000.0,37600000.0,https://twitchtracker.com/llobeti4
Gohuntleo,522.0,48.6,4983.0,25400.0,6837,845.0,115000.0,0.0,https://twitchtracker.com/gohuntleo
Baloncestoesp,573.0,39.1,7073.0,22400.0,6850,518.0,22500.0,0.0,https://twitchtracker.com/baloncestoesp
Ahriadna,267.0,149.2,10033.0,39900.0,6858,-896.0,183000.0,7720000.0,https://twitchtracker.com/ahriadna
Comunidadfan,140.0,337.2,388.0,47100.0,6860,38.0,3900.0,0.0,https://twitchtracker.com/comunidadfan
Deowasd,105.0,465.6,3900.0,48900.0,6880,446.0,23500.0,0.0,https://twitchtracker.com/deowasd
Bobicraftmc,867.0,5.7,7727.0,5000.0,6915,1900.0,736000.0,1870000.0,https://twitchtracker.com/bobicraftmc
Titasama,282.0,135.7,3303.0,38200.0,6954,2900.0,185000.0,1260000.0,https://twitchtracker.com/titasama
Cobrarrq,245.0,164.3,969.0,40300.0,6963,20.0,23500.0,0.0,https://twitchtracker.com/cobrarrq
Spok_sponha,679.0,22.4,28247.0,15200.0,6982,479.0,150000.0,514000.0,https://twitchtracker.com/spok_sponha
The_real_fer,227.0,180.9,4615.0,41000.0,6993,322.0,29000.0,437000.0,https://twitchtracker.com/the_real_fer
Keny500,255.0,154.6,5124.0,39400.0,6996,303.0,29400.0,5710000.0,https://twitchtracker.com/keny500
Tiempodejuegocope,488.0,53.1,6261.0,25900.0,7018,382.0,56800.0,0.0,https://twitchtracker.com/tiempodejuegocope
Fvn_naqo,493.0,51.0,1615.0,25200.0,7060,-21.0,72200.0,0.0,https://twitchtracker.com/fvn_naqo
Lomaurii,209.0,198.2,1826.0,41400.0,7073,101.0,25700.0,0.0,https://twitchtracker.com/lomaurii
Dannespino,715.0,17.2,5866.0,12300.0,7083,1700.0,292000.0,0.0,https://twitchtracker.com/dannespino
Lamartina,329.0,104.1,1309.0,34300.0,7094,2200.0,16600.0,0.0,https://twitchtracker.com/lamartina
Jaidefinichon,698.0,18.9,18562.0,13200.0,7097,134.0,408000.0,104000000.0,https://twitchtracker.com/jaidefinichon
Nicobianchix,267.0,141.8,3071.0,37800.0,7105,1200.0,11300.0,0.0,https://twitchtracker.com/nicobianchix
Xxxthefocusxxx,312.0,111.7,51974.0,34900.0,7144,-1600.0,1820000.0,20700000.0,https://twitchtracker.com/xxxthefocusxxx
Taticiviello,650.0,23.9,1604.0,15500.0,7145,699.0,11000.0,0.0,https://twitchtracker.com/taticiviello
Nothuman8,283.0,128.8,2017.0,36500.0,7157,43.0,19900.0,833000.0,https://twitchtracker.com/nothuman8
Xchronofox,284.0,128.2,3530.0,36400.0,7164,511.0,79500.0,0.0,https://twitchtracker.com/xchronofox
Crisgreen,582.0,33.2,25148.0,19300.0,7170,1500.0,574000.0,4080000.0,https://twitchtracker.com/crisgreen
Babyguana,457.0,57.8,3910.0,26400.0,7178,224.0,49900.0,749000.0,https://twitchtracker.com/babyguana
Viejovev0,602.0,29.9,1376.0,18000.0,7203,111.0,39600.0,0.0,https://twitchtracker.com/viejovev0
Cesaroxx_,397.0,74.6,2656.0,29600.0,7207,580.0,13300.0,0.0,https://twitchtracker.com/cesaroxx_
Telecomicslatin1,287.0,125.2,778.0,36000.0,7209,-1200.0,0.0,0.0,https://twitchtracker.com/telecomicslatin1
Houselatino,219.0,181.9,598.0,39800.0,7210,2000.0,2100.0,0.0,https://twitchtracker.com/houselatino
Linepro,238.0,162.8,5095.0,38700.0,7211,620.0,23800.0,588000.0,https://twitchtracker.com/linepro
Rociodta,332.0,100.1,22501.0,33200.0,7227,2100.0,938000.0,5800000.0,https://twitchtracker.com/rociodta
Voltios777,81.0,587.1,389.0,47500.0,7243,2000.0,11000.0,0.0,https://twitchtracker.com/voltios777
Amir19k,440.0,61.0,910.0,26800.0,7256,2900.0,62300.0,0.0,https://twitchtracker.com/amir19k
Onexxgg,466.0,54.3,1539.0,25300.0,7264,3000.0,37200.0,0.0,https://twitchtracker.com/onexxgg
Zilverk,515.0,43.3,40010.0,22300.0,7284,-920.0,1970000.0,9650000.0,https://twitchtracker.com/zilverk
A24noticias,73.0,645.4,620.0,47400.0,7312,197.0,2800.0,0.0,https://twitchtracker.com/a24noticias
Tdyu97,386.0,76.0,627.0,29300.0,7338,849.0,38700.0,0.0,https://twitchtracker.com/tdyu97
Itsjxin,189.0,215.0,4335.0,40500.0,7345,13.0,7800.0,0.0,https://twitchtracker.com/itsjxin
Danikongi,228.0,167.7,2522.0,38300.0,7348,217.0,55600.0,0.0,https://twitchtracker.com/danikongi
Bricens17,775.0,8.7,2158.0,6800.0,7368,737.0,760.0,0.0,https://twitchtracker.com/bricens17
Pazos64,515.0,41.3,18737.0,21300.0,7414,158.0,97100.0,4000000.0,https://twitchtracker.com/pazos64
Elvisayomastercard,519.0,40.1,26269.0,20800.0,7440,3.0,235000.0,2410000.0,https://twitchtracker.com/elvisayomastercard
Jcorko_,731.0,11.8,34875.0,8700.0,7444,139.0,750000.0,12900000.0,https://twitchtracker.com/jcorko_
X6flipin,400.0,68.8,21675.0,27500.0,7465,27.0,390000.0,28700000.0,https://twitchtracker.com/x6flipin
Evapartis,446.0,55.4,4106.0,24700.0,7485,1600.0,177000.0,1190000.0,https://twitchtracker.com/evapartis
Alicequeentm,81.0,564.6,297.0,45600.0,7493,2200.0,2800.0,0.0,https://twitchtracker.com/alicequeentm
12robg,211.0,180.2,15541.0,38100.0,7499,-11.0,68700.0,8060000.000000001,https://twitchtracker.com/12robg
Slick,230.0,160.6,11742.0,37000.0,7503,1100.0,387000.0,7580000.0,https://twitchtracker.com/slick
Gress_g,118.0,367.2,143.0,43300.0,7511,501.0,2100.0,0.0,https://twitchtracker.com/gress_g
Jupeson,478.0,47.4,6387.0,22700.0,7518,1900.0,103000.0,12300000.0,https://twitchtracker.com/jupeson
Welchelas,331.0,93.8,13977.0,31000.0,7532,-373.0,42900.0,0.0,https://twitchtracker.com/welchelas
Dheylo,396.0,68.8,8960.0,27200.0,7544,398.0,232000.0,8010000.0,https://twitchtracker.com/dheylo
Serllinogg,159.0,255.8,2978.0,40700.0,7555,-508.0,18300.0,0.0,https://twitchtracker.com/serllinogg
Veranodelos90,226.0,163.1,3485.0,36900.0,7556,134.0,81900.0,0.0,https://twitchtracker.com/veranodelos90
Metapodparapresidente,349.0,84.8,1543.0,29600.0,7593,541.0,83400.0,676000.0,https://twitchtracker.com/metapodparapresidente
Escopetillasjhonson,463.0,49.6,5632.0,22900.0,7615,1100.0,117000.0,1950000.0,https://twitchtracker.com/escopetillasjhonson
7smar,778.0,5.8,1051.0,4500.0,7676,-4.0,103000.0,0.0,https://twitchtracker.com/7smar
Imbamuertes,235.0,151.1,1410.0,35600.0,7680,-845.0,6200.0,0.0,https://twitchtracker.com/imbamuertes
Topbonusio,190.0,200.5,4785.0,38100.0,7683,177.0,57100.0,964000.0,https://twitchtracker.com/topbonusio
Castellano_mellamoearl,146.0,277.8,342.0,40600.0,7685,2000.0,2500.0,0.0,https://twitchtracker.com/castellano_mellamoearl
Kidi,308.0,101.7,14201.0,31300.0,7690,-590.0,328000.0,24700000.0,https://twitchtracker.com/kidi
Simpsoneado,205.0,181.6,2392.0,37200.0,7691,392.0,18400.0,0.0,https://twitchtracker.com/simpsoneado
Nancla3,135.0,303.6,26259.0,41100.0,7707,325.0,59600.0,1960000.0,https://twitchtracker.com/nancla3
Poionako,110.0,386.6,2218.0,42500.0,7713,326.0,29600.0,642000.0,https://twitchtracker.com/poionako
Stephaniemx_,432.0,55.6,6424.0,24000.0,7720,2800.0,103000.0,0.0,https://twitchtracker.com/stephaniemx_
Dilanzito,273.0,121.1,9010.0,33100.0,7727,-131.0,79500.0,469000.0,https://twitchtracker.com/dilanzito
Elmorocho7,284.0,113.7,4826.0,32299.999999999996,7753,538.0,97800.0,2810000.0,https://twitchtracker.com/elmorocho7
La100oficial,76.0,583.5,1286.0,44100.0,7765,434.0,10000.0,0.0,https://twitchtracker.com/la100oficial
Thegodduff,101.0,419.4,222.0,42300.0,7818,-3500.0,0.0,0.0,https://twitchtracker.com/thegodduff
Relyk,637.0,18.1,7160.0,11500.0,7824,-1400.0,47800.0,9560000.0,https://twitchtracker.com/relyk
Ikiimartin,333.0,86.6,1783.0,28800.0,7839,2300.0,69900.0,0.0,https://twitchtracker.com/ikiimartin
Sir_ragot,330.0,87.6,2195.0,29000.0,7841,2100.0,31100.0,0.0,https://twitchtracker.com/sir_ragot
Liscid,666.0,14.6,5798.0,9700.0,7844,402.0,11600.0,0.0,https://twitchtracker.com/liscid
Ojitoschinosx,372.0,71.2,1734.0,26500.0,7848,275.0,16900.0,0.0,https://twitchtracker.com/ojitoschinosx
Wesos,259.0,126.9,13187.0,32900.0,7868,183.0,46700.0,0.0,https://twitchtracker.com/wesos
Elpgp1,232.0,147.7,2135.0,34200.0,7893,264.0,10300.0,0.0,https://twitchtracker.com/elpgp1
Imicaelax,229.0,150.3,2488.0,34400.0,7895,1700.0,92500.0,817000.0,https://twitchtracker.com/imicaelax
Kalathraslolweapon,458.0,46.4,2728.0,21200.0,7904,80.0,151000.0,9010000.0,https://twitchtracker.com/kalathraslolweapon
Alliege,362.0,73.9,37921.0,26700.0,7905,1000.0,997000.0,20900000.0,https://twitchtracker.com/alliege
Realmadrid,564.0,26.8,33122.0,15100.0,7916,2000.0,458000.0,19100000.0,https://twitchtracker.com/realmadrid
Tutisvalentine,411.0,57.8,2803.0,23700.0,7935,100.0,36500.0,696000.0,https://twitchtracker.com/tutisvalentine
Dokamdave,400.0,60.9,3148.0,24300.0,7937,665.0,60000.0,0.0,https://twitchtracker.com/dokamdave
Mahriaa,332.0,84.9,9825.0,28200.0,7955,194.0,73700.0,1350000.0,https://twitchtracker.com/mahriaa
Soarinng,370.0,70.2,6296.0,26000.0,7959,-1000.0,356000.0,443000.0,https://twitchtracker.com/soarinng
Skros,79.0,540.9,643.0,42600.0,7970,104.0,18700.0,962000.0,https://twitchtracker.com/skros
Kashcolombia,96.0,431.4,292.0,41500.0,7973,15.0,774.0,0.0,https://twitchtracker.com/kashcolombia
Alvaro710x,660.0,13.8,7987.0,9100.0,7986,244.0,20300.0,0.0,https://twitchtracker.com/alvaro710x
Srfufi,385.0,63.8,1344.0,24600.0,8017,4600.0,86100.0,0.0,https://twitchtracker.com/srfufi
Thachrispr,553.0,26.8,4998.0,14800.0,8036,905.0,48200.0,0.0,https://twitchtracker.com/thachrispr
Chapulincoloradotv,60.0,710.5,141.0,42900.0,8061,1600.0,3900.0,0.0,https://twitchtracker.com/chapulincoloradotv
Papitasvt,423.0,52.3,3643.0,22100.0,8066,72.0,187000.0,500000.0,https://twitchtracker.com/papitasvt
Fuliyo,210.0,161.3,620.0,33900.0,8130,778.0,780.0,0.0,https://twitchtracker.com/fuliyo
Elcanaldehomero2,374.0,65.1,1028.0,24400.0,8148,994.0,997.0,0.0,https://twitchtracker.com/elcanaldehomero2
Hipoc_cuba,163.0,222.7,4806.0,36300.0,8169,184.0,8600.0,0.0,https://twitchtracker.com/hipoc_cuba
Slobulus,540.0,27.0,2141.0,14600.0,8184,301.0,32100.0,789000.0,https://twitchtracker.com/slobulus
Urbanroosters,524.0,29.6,10410.0,15500.0,8186,1300.0,156000.0,681000.0,https://twitchtracker.com/urbanroosters
Texasspecwar,211.0,158.0,171.0,33400.0,8191,228.0,5700.0,0.0,https://twitchtracker.com/texasspecwar
Mercegallardo,403.0,55.3,2026.0,22300.0,8206,1800.0,25200.0,0.0,https://twitchtracker.com/mercegallardo
Cerebrocule,172.0,206.0,2741.0,35400.0,8218,310.0,15100.0,0.0,https://twitchtracker.com/cerebrocule
Charlie_carrillo,510.0,31.5,2738.0,16100.000000000002,8221,1300.0,77800.0,0.0,https://twitchtracker.com/charlie_carrillo
Attila,174.0,202.7,7191.0,35300.0,8223,157.0,89200.0,2980000.0,https://twitchtracker.com/attila
Parkerstopedd,692.0,8.1,4633.0,5600.0,8227,19.0,60600.0,0.0,https://twitchtracker.com/parkerstopedd
Xirou17,175.0,201.6,579.0,35200.0,8230,428.0,9300.0,0.0,https://twitchtracker.com/xirou17
Ruth26k,96.0,407.1,183.0,39300.0,8309,1200.0,3000.0,0.0,https://twitchtracker.com/ruth26k
Alpax,229.0,138.3,2655.0,31600.0,8310,-138000.0,56000.0,0.0,https://twitchtracker.com/alpax
Reborn,579.0,19.9,113707.0,11500.0,8320,-2400.0,2560000.0,45500000.0,https://twitchtracker.com/reborn
Mariemoone,224.0,142.3,9440.0,31900.0,8322,123.0,162000.0,3130000.0,https://twitchtracker.com/mariemoone
Woodzzii,337.0,74.6,2400.0,25200.0,8368,2100.0,99500.0,0.0,https://twitchtracker.com/woodzzii
Juananpb10,657.0,10.1,2062.0,6600.0,8399,-12900.0,21900.0,0.0,https://twitchtracker.com/juananpb10
Jino_destroyer,571.0,20.2,26689.0,11500.0,8409,-2.0,72900.0,8140000.000000001,https://twitchtracker.com/jino_destroyer
Mills_rp,216.0,147.6,1930.0,31900.0,8410,129.0,33200.0,664000.0,https://twitchtracker.com/mills_rp
Watilive,264.0,110.2,878.0,29100.0,8413,1300.0,27600.0,0.0,https://twitchtracker.com/watilive
Coldifiied,472.0,36.2,10119.0,17100.0,8424,29200.0,101000.0,0.0,https://twitchtracker.com/coldifiied
Adspro24,58.0,706.4,651.0,40800.0,8429,54.0,20200.0,0.0,https://twitchtracker.com/adspro24
Chiringuitodiirectoss,65.0,618.0,3561.0,40400.0,8434,1800.0,9500.0,0.0,https://twitchtracker.com/chiringuitodiirectoss
Sinchyboyz,227.0,136.6,3151.0,31000.0,8441,826.0,37000.0,0.0,https://twitchtracker.com/sinchyboyz
Josecarrasco_98,407.0,50.8,1987.0,20700.0,8450,697.0,50300.0,0.0,https://twitchtracker.com/josecarrasco_98
Ridomeyer,467.0,36.9,2954.0,17200.0,8460,814.0,103000.0,4400000.0,https://twitchtracker.com/ridomeyer
Zacko87,171.0,199.9,5315.0,34200.0,8462,84.0,11400.0,0.0,https://twitchtracker.com/zacko87
Tenux_official_,194.0,168.8,1146.0,32800.0,8476,2400.0,19500.0,0.0,https://twitchtracker.com/tenux_official_
Carmensandwich,434.0,43.7,17464.0,18900.0,8485,357.0,113000.0,1040000.0,https://twitchtracker.com/carmensandwich
Inessone,74.0,535.1,235.0,39500.0,8494,153.0,9600.0,374000.0,https://twitchtracker.com/inessone
Aroyitt,659.0,9.1,53604.0,6000.0,8499,-606.0,2009999.9999999998,25300000.0,https://twitchtracker.com/aroyitt
Los_amarilloshd,62.0,650.1,2786.0,40100.0,8508,44.0,14500.0,0.0,https://twitchtracker.com/los_amarilloshd
Yumanji_888,68.0,588.9,214.0,39800.0,8518,2400.0,2500.0,0.0,https://twitchtracker.com/yumanji_888
V2unstoppable,278.0,99.5,2433.0,27700.0,8527,469.0,19200.0,0.0,https://twitchtracker.com/v2unstoppable
Danychant,235.0,127.9,3791.0,30000.0,8548,-672.0,27100.0,0.0,https://twitchtracker.com/danychant
Rxiirl,325.0,76.2,935.0,24800.0,8557,2900.0,15900.0,0.0,https://twitchtracker.com/rxiirl
Apartidounico,421.0,45.6,5032.0,19200.0,8581,364.0,6300.0,0.0,https://twitchtracker.com/apartidounico
Newgameplus,186.0,174.8,1885.0,32600.0,8590,175.0,14800.0,0.0,https://twitchtracker.com/newgameplus
Softie,296.0,88.4,4311.0,26200.0,8597,713.0,20300.0,0.0,https://twitchtracker.com/softie
Calw1ncs,189.0,170.9,1641.0,32299.999999999996,8601,919.0,6700.0,0.0,https://twitchtracker.com/calw1ncs
Almejita___,178.0,185.3,3815.0,32900.0,8602,2300.0,153000.0,0.0,https://twitchtracker.com/almejita___
Carritoskami,358.0,63.2,14634.0,22600.0,8605,-297.0,197000.0,23100000.0,https://twitchtracker.com/carritoskami
Madafocker,221.0,137.8,1937.0,30400.0,8610,796.0,7500.0,0.0,https://twitchtracker.com/madafocker
Noe9977,545.0,21.7,24063.0,11800.0,8611,2000.0,459000.0,2670000.0,https://twitchtracker.com/noe9977
Serpias,158.0,214.9,7778.0,34000.0,8618,859.0,194000.0,1080000.0,https://twitchtracker.com/serpias
Komanche,375.0,57.3,28820.0,21500.0,8634,-1300.0,1660000.0,12300000.0,https://twitchtracker.com/komanche
Breakinghomer,177.0,185.4,335.0,32800.0,8644,409.0,648.0,0.0,https://twitchtracker.com/breakinghomer
Alheco,194.0,164.1,6050.0,31800.0,8645,108.0,49400.0,1670000.0,https://twitchtracker.com/alheco
Elcesarone,201.0,156.2,4052.0,31300.0,8655,868.0,105000.0,348000.0,https://twitchtracker.com/elcesarone
Javierdeharo1961,507.0,27.2,1635.0,13800.0,8658,96.0,5900.0,0.0,https://twitchtracker.com/javierdeharo1961
Baldu,435.0,41.1,15250.0,17900.0,8667,69.0,325000.0,2380000.0,https://twitchtracker.com/baldu
Pumuky,201.0,154.8,4244.0,31100.0,8684,319.0,5000.0,0.0,https://twitchtracker.com/pumuky
Negradasvlr,373.0,57.0,5231.0,21200.0,8695,7200.0,7500.0,0.0,https://twitchtracker.com/negradasvlr
Jxcr,170.0,193.3,1666.0,32800.0,8698,69.0,12600.0,587000.0,https://twitchtracker.com/jxcr
Carranco,177.0,182.8,1898.0,32299.999999999996,8726,359.0,52900.0,6690000.0,https://twitchtracker.com/carranco
Conragen,193.0,162.6,5999.0,31300.0,8745,308.0,110000.0,5130000.0,https://twitchtracker.com/conragen
Peliculas_m4k,126.0,279.1,382.0,35100.0,8750,1800.0,8700.0,0.0,https://twitchtracker.com/peliculas_m4k
Mundolokotv,150.0,225.3,254.0,33700.0,8751,631.0,2300.0,0.0,https://twitchtracker.com/mundolokotv
Rockg,291.0,88.2,3801.0,25600.0,8755,78.0,7800.0,0.0,https://twitchtracker.com/rockg
Caith_sith,241.0,118.2,6692.0,28400.0,8769,188.0,46700.0,4580000.0,https://twitchtracker.com/caith_sith
Charlitoss,154.0,216.6,4349.0,33300.0,8798,799.0,77100.0,423000.0,https://twitchtracker.com/charlitoss
Soylordhermoso,308.0,79.4,1700.0,24400.0,8805,353.0,43700.0,0.0,https://twitchtracker.com/soylordhermoso
Drekzenn,600.0,12.7,9182.0,7600.0,8812,743.0,200000.0,6440000.0,https://twitchtracker.com/drekzenn
Pboperu,56.0,690.5,310.0,38800.0,8816,35.0,178.0,0.0,https://twitchtracker.com/pboperu
Morphains,404.0,46.4,36390.0,18700.0,8852,-187.0,170000.0,2730000.0,https://twitchtracker.com/morphains
Facuasmus,395.0,48.5,10013.0,19200.0,8871,500.0,117000.0,804000.0,https://twitchtracker.com/facuasmus
Alexmarticiu97,366.0,56.7,5158.0,20700.0,8896,1200.0,58800.0,0.0,https://twitchtracker.com/alexmarticiu97
Temocorona1,324.0,71.4,2698.0,23100.0,8901,535.0,1600.0,0.0,https://twitchtracker.com/temocorona1
Envy_ez_,366.0,56.6,1256.0,20700.0,8903,1100.0,22400.0,0.0,https://twitchtracker.com/envy_ez_
Danielft202,58.0,665.8,266.0,38300.0,8908,364.0,4900.0,0.0,https://twitchtracker.com/danielft202
Mymtumtum69,204.0,146.6,8482.0,29900.0,8916,-69.0,600000.0,10500000.0,https://twitchtracker.com/mymtumtum69
Pacmanrd,164.0,195.3,627.0,32000.0,8953,100.0,4100.0,0.0,https://twitchtracker.com/pacmanrd
Emilieyestephany,397.0,47.0,495.0,18600.0,8963,1200.0,16700.0,0.0,https://twitchtracker.com/emilieyestephany
Psiconsara,126.0,270.3,3098.0,34000.0,8981,502.0,9700.0,0.0,https://twitchtracker.com/psiconsara
Robpapersheet,540.0,19.1,1862.0,10300.0,8983,604.0,67000.0,0.0,https://twitchtracker.com/robpapersheet
Scottfdx,346.0,61.7,1022.0,21400.0,8996,308.0,21300.0,0.0,https://twitchtracker.com/scottfdx
Daemonytvpeliculas4,107.0,327.0,288.0,35000.0,9003,2200.0,3300.0,0.0,https://twitchtracker.com/daemonytvpeliculas4
Ssconexiontwitch,197.0,150.8,1237.0,29800.0,9024,1700.0,12000.0,0.0,https://twitchtracker.com/ssconexiontwitch
Nicolas99fc,557.0,16.1,4891.0,9000.0,9045,360.0,111000.0,592000.0,https://twitchtracker.com/nicolas99fc
Xsan,170.0,183.5,3271.0,31200.0,9046,225.0,8000.0,361000.0,https://twitchtracker.com/xsan
Angelysaras,164.0,191.8,7616.0,31400.0,9058,250.0,117000.0,0.0,https://twitchtracker.com/angelysaras
Wayneonplay,165.0,190.3,4150.0,31300.0,9070,214.0,11800.0,0.0,https://twitchtracker.com/wayneonplay
Tommypervan,286.0,85.2,10605.0,24300.0,9081,158.0,98100.0,4830000.0,https://twitchtracker.com/tommypervan
Ip_noticias,52.0,719.7,606.0,37700.0,9088,65.0,2700.0,0.0,https://twitchtracker.com/ip_noticias
Dragonballhd1244,57.0,652.7,2011.0,37400.0,9095,1000.0,12300.0,0.0,https://twitchtracker.com/dragonballhd1244
Jeyplaym,207.0,138.6,891.0,28700.0,9101,416.0,2200.0,0.0,https://twitchtracker.com/jeyplaym
A3sagxx,324.0,68.0,1274.0,22000.0,9110,1400.0,101000.0,0.0,https://twitchtracker.com/a3sagxx
Zelev_by_cv,352.0,57.7,6143.0,20300.0,9124,339.0,72500.0,0.0,https://twitchtracker.com/zelev_by_cv
Nicro4fun,266.0,94.6,2612.0,25200.0,9129,281.0,46200.0,1920000.0,https://twitchtracker.com/nicro4fun
El_reymo09,68.0,535.8,128.0,36500.0,9138,1400.0,4900.0,0.0,https://twitchtracker.com/el_reymo09
Extremebreaker1,217.0,128.8,7187.0,28000.0,9140,136.0,33400.0,649000.0,https://twitchtracker.com/extremebreaker1
Tyyrone,266.0,94.4,807.0,25100.0,9142,3600.0,29400.0,0.0,https://twitchtracker.com/tyyrone
Irelyth,305.0,74.8,4200.0,22800.0,9152,753.0,93800.0,0.0,https://twitchtracker.com/irelyth
Lakshartnia,253.0,101.7,53788.0,25700.0,9168,-1200.0,1190000.0,21300000.0,https://twitchtracker.com/lakshartnia
Lokotubedj,208.0,135.9,824.0,28300.0,9184,2400.0,6000.0,0.0,https://twitchtracker.com/lokotubedj
Barcahoy,267.0,93.1,5531.0,24900.0,9186,547.0,25900.0,0.0,https://twitchtracker.com/barcahoy
Elcamacho24,393.0,44.8,1101.0,17600.0,9204,1600.0,45400.0,0.0,https://twitchtracker.com/elcamacho24
Bluecrowreplay,54.0,685.4,224.0,37000.0,9208,828.0,2500.0,0.0,https://twitchtracker.com/bluecrowreplay
Hecatonquiro18,53.0,699.1,510.0,37000.0,9217,611.0,11000.0,0.0,https://twitchtracker.com/hecatonquiro18
Moxie,215.0,128.6,6160.0,27700.0,9234,507.0,123000.0,546000.0,https://twitchtracker.com/moxie
Xruubeens,52.0,716.6,91.0,37000.0,9238,488.0,1100.0,0.0,https://twitchtracker.com/xruubeens
Czzar_x,277.0,86.8,921.0,24100.0,9244,336.0,2100.0,0.0,https://twitchtracker.com/czzar_x
Josepo_90,190.0,152.7,7278.0,29000.0,9260,672.0,202000.0,703000.0,https://twitchtracker.com/josepo_90
David_nez,160.0,191.6,3106.0,30600.0,9281,594.0,4300.0,0.0,https://twitchtracker.com/david_nez
Borja_zazo,339.0,60.0,8608.0,20400.0,9289,655.0,45000.0,8260000.0,https://twitchtracker.com/borja_zazo
Petermosquito,77.0,455.6,390.0,35300.0,9298,1300.0,1700.0,0.0,https://twitchtracker.com/petermosquito
Piedritadoctor,78.0,448.7,171.0,35100.0,9311,1300.0,1900.0,0.0,https://twitchtracker.com/piedritadoctor
Itsmadara13,175.0,169.1,1973.0,29500.0,9328,1200.0,50500.0,0.0,https://twitchtracker.com/itsmadara13
Markilokurasy,370.0,49.7,26400.0,18400.0,9331,-1100.0,1670000.0,37500000.0,https://twitchtracker.com/markilokurasy
Esluki_,476.0,25.8,1981.0,12300.0,9332,234.0,24700.0,0.0,https://twitchtracker.com/esluki_
Streameruniversitario,63.0,571.5,6692.0,35900.0,9336,-8600.0,78300.0,0.0,https://twitchtracker.com/streameruniversitario
Fgrav_,184.0,156.8,837.0,28900.0,9346,513.0,3600.0,0.0,https://twitchtracker.com/fgrav_
Wowcraftero,364.0,51.1,2897.0,18600.0,9351,43.0,689.0,0.0,https://twitchtracker.com/wowcraftero
Nephtunie,219.0,122.2,12533.0,26700.0,9388,-204.0,643000.0,6570000.0,https://twitchtracker.com/nephtunie
Runerf,166.0,179.5,4015.0,29700.0,9395,164.0,21200.0,5270000.0,https://twitchtracker.com/runerf
Ericlostie,276.0,84.9,9029.0,23400.0,9396,455.0,65000.0,1750000.0,https://twitchtracker.com/ericlostie
Elcesarcamacho,289.0,78.3,1503.0,22600.0,9405,3700.0,292000.0,0.0,https://twitchtracker.com/elcesarcamacho
Crayonvt,361.0,51.2,1451.0,18500.0,9412,662.0,64700.0,0.0,https://twitchtracker.com/crayonvt
Saralyche,206.0,132.8,1078.0,27300.0,9427,63.0,16600.0,0.0,https://twitchtracker.com/saralyche
Neneefthy_,362.0,50.7,4028.0,18300.0,9430,836.0,78500.0,0.0,https://twitchtracker.com/neneefthy_
Lonelycat__,365.0,49.7,4506.0,18100.0,9440,48.0,17400.0,0.0,https://twitchtracker.com/lonelycat__
