Nombre,Avg_viewers,Time_streamed,All_time_peak_viewers,Hours_watched,Rank,Followers_gained,Total_followers,Total_views,Enlace
Rubius,25785.0,116.0,383747.0,2990000.0,29,45400.0,15600000.0,273000000.0,https://twitchtracker.com/rubius
Knekro,17064.0,161.1,110045.0,2750000.0,47,22800.0,1200000.0,64400000.00000001,https://twitchtracker.com/knekro
Ibai,38599.0,32.7,3846256.0,1260000.0,58,10500.0,17200000.0,359000000.0,https://twitchtracker.com/ibai
Kingsleague,26608.0,50.3,1098636.0,1340000.0,72,34200.0,3280000.0,446000.0,https://twitchtracker.com/kingsleague
Mixwell,11394.0,190.7,87546.0,2170000.0,74,14100.0,1200000.0,26400000.0,https://twitchtracker.com/mixwell
Djmariio,16657.0,105.8,105787.0,1760000.0,76,51700.0,1810000.0,3220000.0,https://twitchtracker.com/djmariio
Illojuan,32935.0,17.4,205005.0,572000.0,85,3300.0,4260000.0,72000000.0,https://twitchtracker.com/illojuan
Elxokas,12333.0,115.1,1208144.0,1420000.0,102,21600.0,4210000.0,96900000.0,https://twitchtracker.com/elxokas
Elmariana,18148.0,55.7,159115.0,1010000.0,106,43700.0,10200000.0,33299999.999999996,https://twitchtracker.com/elmariana
Auronplay,28933.0,11.6,602038.0,335000.0,109,9600.0,16700000.0,263000000.0,https://twitchtracker.com/auronplay
Juansguarnizo,12035.0,89.8,409967.0,1080000.0,131,25900.0,11500000.0,168000000.0,https://twitchtracker.com/juansguarnizo
Martinciriook,18275.0,30.9,42459.0,565000.0,153,22300.0,274000.0,0.0,https://twitchtracker.com/martinciriook
Quackitytoo,24576.0,7.0,140697.0,171000.0,160,10000.0,4750000.0,3510000.0,https://twitchtracker.com/quackitytoo
Peereira7,4776.0,244.6,70575.0,1170000.0,183,44300.0,1250000.0,29200000.0,https://twitchtracker.com/peereira7
Dolcedasousa,2658.0,478.5,8167.0,1270000.0,186,11800.0,16800.0,0.0,https://twitchtracker.com/dolcedasousa
Gerardromero,6004.0,170.2,146872.0,1020000.0,198,2300.0,738000.0,4540000.0,https://twitchtracker.com/gerardromero
Spursito,11435.0,56.4,71515.0,645000.0,209,12900.0,1490000.0,13000000.0,https://twitchtracker.com/spursito
Alondrissa,18840.0,8.3,150659.0,156000.0,221,11600.0,1570000.0,0.0,https://twitchtracker.com/alondrissa
Rivers_gg,9567.0,69.6,213846.0,665000.0,227,27900.0,6540000.0,4560000.0,https://twitchtracker.com/rivers_gg
Telefe,4202.0,199.5,76912.0,838000.0,252,5100.0,578000.0,0.0,https://twitchtracker.com/telefe
Agustinunaplay8,8570.0,66.7,21910.0,572000.0,258,7800.0,306000.0,1110000.0,https://twitchtracker.com/agustinunaplay8
Aldo_geo,4866.0,137.5,53044.0,669000.0,305,11500.0,1990000.0,4830000.0,https://twitchtracker.com/aldo_geo
Alexelcapo,5195.0,123.3,108851.0,640000.0,313,1100.0,1080000.0,79800000.0,https://twitchtracker.com/alexelcapo
Thegrefg,9916.0,36.9,2470347.0,366000.0,314,9100.0,12200000.0,263000000.0,https://twitchtracker.com/thegrefg
Werlyb,4552.0,143.2,76653.0,652000.0,321,4400.0,794000.0,33400000.0,https://twitchtracker.com/werlyb
Nissaxter,4315.0,140.5,17078.0,606000.0,339,3900.0,830000.0,12000000.0,https://twitchtracker.com/nissaxter
Tomateking,5175.0,98.8,40012.0,511000.0,370,1800.0,233000.0,2180000.0,https://twitchtracker.com/tomateking
Reventxz,3492.0,173.0,93336.0,604000.0,371,1700.0,926000.0,33100000.0,https://twitchtracker.com/reventxz
Poloteli,3853.0,148.9,19620.0,574000.0,380,4600.0,173000.0,0.0,https://twitchtracker.com/poloteli
Sergiofferra,3525.0,167.0,22632.0,589000.0,383,-74000.0,199000.0,0.0,https://twitchtracker.com/sergiofferra
Alanalarana,8431.0,35.1,68835.0,296000.0,391,47400.0,915000.0,351000.0,https://twitchtracker.com/alanalarana
Desst3,4735.0,96.7,29383.0,458000.0,426,1500.0,601000.0,12800000.0,https://twitchtracker.com/desst3
Damonbairdgears,1405.0,442.7,2241.0,622000.0,440,9300.0,9400.0,0.0,https://twitchtracker.com/damonbairdgears
Nexxuz,4627.0,92.0,27402.0,425000.0,447,9500.0,403000.0,0.0,https://twitchtracker.com/nexxuz
Revenant,3902.0,119.1,18544.0,465000.0,450,877.0,482000.0,34700000.0,https://twitchtracker.com/revenant
Elded,3506.0,138.8,59255.0,487000.0,452,1300.0,5670000.0,82400000.0,https://twitchtracker.com/elded
Dolcedasousad,2692.0,193.2,13698.0,520000.0,463,12000.0,12700.0,0.0,https://twitchtracker.com/dolcedasousad
Lvpes,3565.0,129.1,232608.0,460000.0,473,1300.0,1100000.0,241000000.0,https://twitchtracker.com/lvpes
Juntaurgentee,842.0,719.5,1809.0,606000.0,487,3600.0,31900.0,0.0,https://twitchtracker.com/juntaurgentee
Putupau,2922.0,157.9,21928.0,461000.0,509,4000.0,469000.0,8170000.0,https://twitchtracker.com/putupau
Fullmalcolm,791.0,713.1,1511.0,564000.0,533,9700.0,47600.0,0.0,https://twitchtracker.com/fullmalcolm
Crystalmolly,4019.0,90.0,32522.0,362000.0,549,10200.0,920000.0,1900000.0,https://twitchtracker.com/crystalmolly
Baitybait,4695.0,65.6,24554.0,308000.0,561,7100.0,378000.0,377000.0,https://twitchtracker.com/baitybait
Deusamir,2997.0,131.1,30496.0,393000.0,578,6300.0,315000.0,0.0,https://twitchtracker.com/deusamir
Soypan,2115.0,204.5,274597.0,432000.0,592,2100.0,1120000.0,12900000.0,https://twitchtracker.com/soypan
Roxasorg13th,2476.0,160.8,9916.0,398000.0,614,4000.0,209000.0,724000.0,https://twitchtracker.com/roxasorg13th
Kingsleagueamericas,5484.0,39.9,77408.0,219000.0,626,10900.0,532000.0,0.0,https://twitchtracker.com/kingsleagueamericas
Agustabell212,2704.0,136.7,38014.0,370000.0,639,537.0,277000.0,8050000.000000001,https://twitchtracker.com/agustabell212
Sirmaza,2257.0,162.9,28812.0,368000.0,678,6400.0,426000.0,5590000.0,https://twitchtracker.com/sirmaza
Roier,4592.0,50.8,300741.0,233000.0,680,6700.0,2520000.0,3270000.0,https://twitchtracker.com/roier
Diariomarca,5703.0,25.1,148692.0,143000.0,718,115.0,39400.0,9600000.0,https://twitchtracker.com/diariomarca
Menostrece,2647.0,115.3,47821.0,305000.0,738,2400.0,1230000.0,33200000.000000004,https://twitchtracker.com/menostrece
Starwraith,2173.0,152.4,15509.0,331000.0,742,5300.0,357000.0,3580000.0,https://twitchtracker.com/starwraith
Th3antonio,1499.0,245.6,38970.0,368000.0,744,2300.0,453000.0,29300000.0,https://twitchtracker.com/th3antonio
Imantado,2861.0,100.4,40608.0,287000.0,750,3000.0,965000.0,4220000.0,https://twitchtracker.com/imantado
B0rja,1622.0,219.9,6005.0,357000.0,752,-74800.0,109000.0,0.0,https://twitchtracker.com/b0rja
Zeling,2422.0,127.3,204713.0,308000.0,760,4500.0,587000.0,25000000.0,https://twitchtracker.com/zeling
Mym_alkapone,2494.0,119.7,39163.0,298000.0,776,178.0,1160000.0,61500000.0,https://twitchtracker.com/mym_alkapone
Mictia00,1822.0,184.7,36133.0,336000.0,779,41900.0,869000.0,3090000.0,https://twitchtracker.com/mictia00
Josedeodo,4932.0,31.7,16208.0,156000.0,783,5200.0,485000.0,3060000.0,https://twitchtracker.com/josedeodo
Elchiringuitotv,1769.0,180.4,129514.0,319000.0,812,2900.0,1020000.0,17800000.0,https://twitchtracker.com/elchiringuitotv
Crackheber,2305.0,123.5,5865.0,285000.0,820,8200.0,259000.0,737000.0,https://twitchtracker.com/crackheber
Toniki,1819.0,167.1,30946.0,304000.0,835,5400.0,274000.0,3100000.0,https://twitchtracker.com/toniki
Cacho01,2342.0,116.5,24090.0,273000.0,837,10400.0,804000.0,8070000.0,https://twitchtracker.com/cacho01
Rubenmartinweb,3206.0,69.0,18376.0,221000.0,840,703.0,181000.0,6090000.0,https://twitchtracker.com/rubenmartinweb
M2cg,1238.0,260.4,4798.0,322000.0,868,1200.0,53300.0,0.0,https://twitchtracker.com/m2cg
Horcus,2033.0,135.7,6951.0,276000.0,870,22500.0,695000.0,9510000.0,https://twitchtracker.com/horcus
Alexcampu4,1381.0,221.1,3231.0,305000.0,888,3000.0,40000.0,0.0,https://twitchtracker.com/alexcampu4
Nataliamx,3575.0,49.3,21360.0,176000.0,901,32400.0,165000.0,0.0,https://twitchtracker.com/nataliamx
Folagorlives,3870.0,41.1,57813.0,159000.0,902,1600.0,1640000.0,46900000.0,https://twitchtracker.com/folagorlives
Snoodyboo,2162.0,110.4,9623.0,239000.0,947,695.0,141000.0,17800000.0,https://twitchtracker.com/snoodyboo
Staryuuki,2490.0,87.2,33699.0,217000.0,959,9100.0,3450000.0,42300000.0,https://twitchtracker.com/staryuuki
El_reymo12,511.0,640.6,1279.0,327000.0,968,9100.0,9300.0,0.0,https://twitchtracker.com/el_reymo12
Vegetta777,2721.0,73.6,66389.0,200000.0,974,15700.0,2730000.0,0.0,https://twitchtracker.com/vegetta777
Send0o,1286.0,217.1,9163.0,279000.0,983,5700.0,158000.0,7320000.0,https://twitchtracker.com/send0o
Carola,2212.0,102.1,79320.0,226000.0,985,2200.0,1810000.0,20300000.0,https://twitchtracker.com/carola
Jujalag,1989.0,117.1,15879.0,233000.0,1005,3200.0,550000.0,6670000.0,https://twitchtracker.com/jujalag
Twtawpine,879.0,337.2,1761.0,296000.0,1006,1600.0,3300.0,0.0,https://twitchtracker.com/twtawpine
Esportmaniacos,1579.0,158.5,19603.0,250000.0,1031,198.0,179000.0,30000000.0,https://twitchtracker.com/esportmaniacos
Silithur,1646.0,147.6,50479.0,243000.0,1045,510.0,610000.0,18100000.0,https://twitchtracker.com/silithur
Vickypalami,1733.0,136.0,31330.0,236000.0,1055,3100.0,869000.0,3980000.0,https://twitchtracker.com/vickypalami
Mfreak00,1715.0,136.7,24001.0,234000.0,1068,2100.0,84900.0,1160000.0,https://twitchtracker.com/mfreak00
Farfadoxvevo,4846.0,11.2,80328.0,54200.0,1074,1100.0,1730000.0,9810000.0,https://twitchtracker.com/farfadoxvevo
Chavo8tv,439.0,697.7,1398.0,307000.0,1075,2400.0,137000.0,0.0,https://twitchtracker.com/chavo8tv
Toadamarillo,560.0,533.3,16912.0,299000.0,1080,1500.0,73300.0,0.0,https://twitchtracker.com/toadamarillo
Elbokeron,1664.0,138.8,34861.0,231000.0,1099,-2400.0,527000.0,5620000.0,https://twitchtracker.com/elbokeron
Jimrsng,769.0,361.2,8132.0,278000.0,1119,939.0,93800.0,12200000.0,https://twitchtracker.com/jimrsng
Skain,1725.0,128.2,27237.0,221000.0,1125,1100.0,226000.0,7340000.0,https://twitchtracker.com/skain
Luzu_tv,1264.0,194.6,10317.0,246000.0,1133,3900.0,442000.0,0.0,https://twitchtracker.com/luzu_tv
Kerios,1850.0,114.1,17349.0,211000.0,1135,4700.0,368000.0,7270000.0,https://twitchtracker.com/kerios
Franluque10,1020.0,250.2,17638.0,255000.0,1151,21800.0,156000.0,566000.0,https://twitchtracker.com/franluque10
El_yuste,2315.0,78.1,26362.0,181000.0,1152,432.0,179000.0,2930000.0,https://twitchtracker.com/el_yuste
Polispol1,1466.0,154.7,47586.0,227000.0,1167,117.0,1240000.0,7080000.0,https://twitchtracker.com/polispol1
Quesadacid,2705.0,57.3,27818.0,155000.0,1172,3000.0,211000.0,4330000.0,https://twitchtracker.com/quesadacid
Elyihi,2280.0,76.0,11106.0,173000.0,1195,494.0,74500.0,1250000.0,https://twitchtracker.com/elyihi
Fullreacciones_,384.0,720.0,1621.0,277000.0,1218,2300.0,42200.0,0.0,https://twitchtracker.com/fullreacciones_
Ijenzlive,1733.0,112.6,5861.0,195000.0,1238,1600.0,65800.0,0.0,https://twitchtracker.com/ijenzlive
Llunaclark,2457.0,62.3,69983.0,153000.0,1244,-100000.0,486000.0,3010000.0,https://twitchtracker.com/llunaclark
Rickyedit,2717.0,50.4,27691.0,137000.0,1252,11200.0,1180000.0,15800000.0,https://twitchtracker.com/rickyedit
Xparga,1130.0,201.7,4167.0,228000.0,1253,6000.0,104000.0,2130000.0,https://twitchtracker.com/xparga
Jaimemellado_,1892.0,90.4,10852.0,171000.0,1318,5200.0,59800.0,0.0,https://twitchtracker.com/jaimemellado_
Nezumivy,1484.0,128.5,5667.0,191000.0,1333,2000.0,95600.0,0.0,https://twitchtracker.com/nezumivy
Shinchancastellano_247,354.0,711.4,2283.0,251000.0,1355,2000.0,34900.0,0.0,https://twitchtracker.com/shinchancastellano_247
Guibelreviewslive,2109.0,70.7,8128.0,149000.0,1362,1400.0,172000.0,2550000.0,https://twitchtracker.com/guibelreviewslive
Agentemaxo,1297.0,149.5,42327.0,194000.0,1367,760.0,1290000.0,20200000.0,https://twitchtracker.com/agentemaxo
Reudigruediger,2145.0,67.1,8031.0,144000.0,1376,1100.0,85300.0,2680000.0,https://twitchtracker.com/reudigruediger
Akuasmr,339.0,719.1,36739.0,244000.0,1397,3100.0,618000.0,8390000.0,https://twitchtracker.com/akuasmr
Valorant_la,2382.0,52.9,50960.0,126000.0,1401,2100.0,427000.0,6800000.0,https://twitchtracker.com/valorant_la
Pituherranz,1487.0,118.6,25069.0,176000.0,1407,597.0,117000.0,6800000.0,https://twitchtracker.com/pituherranz
Esb_dota2,1583.0,106.9,16089.0,169000.0,1419,1600.0,90100.0,0.0,https://twitchtracker.com/esb_dota2
Eltronokl,1695.0,94.0,7387.0,159000.0,1443,2300.0,29600.0,0.0,https://twitchtracker.com/eltronokl
Jpeidro,333.0,706.2,1264.0,235000.0,1455,387.0,30200.0,0.0,https://twitchtracker.com/jpeidro
Bystaxx,2236.0,55.9,269907.0,125000.0,1466,2000.0,2230000.0,30800000.0,https://twitchtracker.com/bystaxx
Cristaltv13,360.0,641.8,875.0,231000.0,1474,1000.0,20700.0,0.0,https://twitchtracker.com/cristaltv13
Cuevanatv,549.0,401.0,1165.0,220000.0,1476,17600.0,24400.0,0.0,https://twitchtracker.com/cuevanatv
Tvander,1696.0,90.8,34659.0,154000.0,1481,-78.0,550000.0,18600000.0,https://twitchtracker.com/tvander
Nilojeda,3364.0,17.3,74775.0,58200.0,1482,3200.0,1080000.0,6060000.0,https://twitchtracker.com/nilojeda
Viizzzm,1195.0,149.1,4503.0,178000.0,1503,6800.0,560000.0,0.0,https://twitchtracker.com/viizzzm
Hitboxking,951.0,197.6,39437.0,188000.0,1534,1100.0,582000.0,18800000.0,https://twitchtracker.com/hitboxking
Trebor,1996.0,63.2,11202.0,126000.0,1549,9800.0,678000.0,1970000.0,https://twitchtracker.com/trebor
Cuevana3tv,352.0,623.7,968.0,219000.0,1556,15200.0,17400.0,0.0,https://twitchtracker.com/cuevana3tv
Marioreyes22,1069.0,166.3,4498.0,178000.0,1559,2200.0,43000.0,0.0,https://twitchtracker.com/marioreyes22
Hd_latino,329.0,666.7,1070.0,219000.0,1562,2100.0,9700.0,0.0,https://twitchtracker.com/hd_latino
Arrozydesgracias,1181.0,142.2,10037.0,168000.0,1576,2500.0,361000.0,419000.0,https://twitchtracker.com/arrozydesgracias
Tanizen,577.0,350.8,32841.0,202000.0,1577,525.0,839000.0,10800000.0,https://twitchtracker.com/tanizen
Getflakked,2602.0,33.1,11448.0,86000.0,1583,221.0,206000.0,5510000.0,https://twitchtracker.com/getflakked
金剛一起才強大,483.0,428.0,1572.0,207000.0,1587,403.0,7000.0,0.0,https://twitchtracker.com/szero7716
Xguiry,508.0,394.7,12272.0,201000.0,1617,402.0,91400.0,2430000.0,https://twitchtracker.com/xguiry
Aruberutomakoto,1086.0,154.1,2039.0,167000.0,1619,5000.0,57300.0,0.0,https://twitchtracker.com/aruberutomakoto
Alvarostorm,1041.0,162.6,5584.0,169000.0,1623,3200.0,76500.0,1310000.0,https://twitchtracker.com/alvarostorm
Machete_vilches,2479.0,34.3,6222.0,85000.0,1633,1100.0,149000.0,441000.0,https://twitchtracker.com/machete_vilches
Japanjordi,1757.0,71.4,25709.0,125000.0,1640,429.0,59500.0,0.0,https://twitchtracker.com/japanjordi
Elchiringuitodirectoo,2050.0,52.4,8466.0,107000.0,1645,1800.0,22800.0,0.0,https://twitchtracker.com/elchiringuitodirectoo
Futbol_fantasy,2626.0,27.8,8595.0,73000.0,1653,332.0,31100.0,15300000.0,https://twitchtracker.com/futbol_fantasy
Nakoo_fn,1199.0,128.4,35326.0,154000.0,1659,1500.0,809000.0,19900000.0,https://twitchtracker.com/nakoo_fn
Peliculas__engeneracion,414.0,476.9,978.0,198000.0,1669,-62800.0,68600.0,0.0,https://twitchtracker.com/peliculas__engeneracion
Ltaespanol,2668.0,23.7,302299.0,63200.0,1713,-1100.0,685000.0,35000000.0,https://twitchtracker.com/ltaespanol
Natalan,1459.0,90.4,10273.0,132000.0,1718,11800.0,1910000.0,15600000.0,https://twitchtracker.com/natalan
K1ng,2752.0,20.9,59139.0,57500.0,1720,1700.0,2060000.0,28100000.0,https://twitchtracker.com/k1ng
Chigre,1637.0,73.4,21641.0,120000.0,1730,939.0,365000.0,7420000.0,https://twitchtracker.com/chigre
Warchiwar,875.0,182.6,18995.0,160000.0,1766,2600.0,165000.0,15700000.0,https://twitchtracker.com/warchiwar
Mirreytv,982.0,156.4,10047.0,154000.0,1767,4200.0,207000.0,0.0,https://twitchtracker.com/mirreytv
Ache,830.0,191.5,8544.0,159000.0,1797,3600.0,427000.0,9020000.0,https://twitchtracker.com/ache
Safiro01,1193.0,115.7,4104.0,138000.0,1798,3300.0,143000.0,1440000.0,https://twitchtracker.com/safiro01
Olgaenvivo,1020.0,142.2,21310.0,145000.0,1827,2300.0,189000.0,0.0,https://twitchtracker.com/olgaenvivo
Excojm,1073.0,129.9,4317.0,139000.0,1853,2300.0,74900.0,0.0,https://twitchtracker.com/excojm
Yosoypeterg,256.0,720.0,522.0,184000.0,1877,2400.0,10800.0,0.0,https://twitchtracker.com/yosoypeterg
Miikelmst,1152.0,113.2,8049.0,130000.0,1901,1300.0,339000.0,4250000.0,https://twitchtracker.com/miikelmst
Feirlygab,1961.0,42.6,38983.0,83500.0,1906,5500.0,261000.0,0.0,https://twitchtracker.com/feirlygab
Midudev,2297.0,27.3,18689.0,62700.0,1917,4700.0,173000.0,617000.0,https://twitchtracker.com/midudev
Pirutastic,653.0,239.5,12645.0,156000.0,1924,3600.0,96800.0,0.0,https://twitchtracker.com/pirutastic
Mariotaxi,1006.0,134.8,5459.0,136000.0,1928,3500.0,121000.0,0.0,https://twitchtracker.com/mariotaxi
Sofikimmy,1464.0,74.8,6361.0,109000.0,1929,1600.0,242000.0,8810000.0,https://twitchtracker.com/sofikimmy
Housefans2023,413.0,407.8,1087.0,168000.0,1937,5300.0,5500.0,0.0,https://twitchtracker.com/housefans2023
Milan926_,696.0,214.9,18683.0,150000.0,1953,913.0,894000.0,11300000.0,https://twitchtracker.com/milan926_
Lucasrojo,638.0,238.6,11480.0,152000.0,1966,241.0,235000.0,8760000.0,https://twitchtracker.com/lucasrojo
Cristianghost,1685.0,54.6,11550.0,92000.0,1969,2600.0,450000.0,5370000.0,https://twitchtracker.com/cristianghost
Sirolopez56,1407.0,76.5,30239.0,108000.0,1976,471.0,311000.0,7990000.0,https://twitchtracker.com/sirolopez56
Meica05,1735.0,50.6,6572.0,87800.0,1985,12800.0,294000.0,0.0,https://twitchtracker.com/meica05
Srtumbao,1088.0,114.7,5081.0,125000.0,1986,3100.0,356000.0,0.0,https://twitchtracker.com/srtumbao
Lolmechs,777.0,182.4,6192.0,142000.0,1998,1500.0,94400.0,0.0,https://twitchtracker.com/lolmechs
Agbin3r,809.0,172.2,10345.0,139000.0,2002,52.0,372000.0,12800000.0,https://twitchtracker.com/agbin3r
Pattymeza,1097.0,111.2,14365.0,122000.0,2017,4200.0,234000.0,0.0,https://twitchtracker.com/pattymeza
Ricoy,2313.0,22.3,57407.0,51700.0,2027,18.0,505000.0,18400000.0,https://twitchtracker.com/ricoy
Paache_,1251.0,88.9,3786.0,111000.0,2043,11200.0,36700.0,0.0,https://twitchtracker.com/paache_
4fungamingg,890.0,143.5,2937.0,128000.0,2082,1200.0,91300.0,755000.0,https://twitchtracker.com/4fungamingg
Reydelacity,1363.0,73.7,5680.0,100000.0,2083,-14500.0,163000.0,0.0,https://twitchtracker.com/reydelacity
Elnueveok,269.0,604.8,1876.0,163000.0,2085,366.0,366.0,0.0,https://twitchtracker.com/elnueveok
Robertocein,920.0,136.0,18267.0,125000.0,2094,2500.0,1970000.0,18400000.0,https://twitchtracker.com/robertocein
Baptistao,1111.0,102.2,9688.0,114000.0,2102,1300.0,319000.0,4210000.0,https://twitchtracker.com/baptistao
Danilg10,805.0,162.1,4811.0,130000.0,2109,2900.0,26400.0,0.0,https://twitchtracker.com/danilg10
Lawlergg,1184.0,91.7,15245.0,109000.0,2112,1500.0,114000.0,0.0,https://twitchtracker.com/lawlergg
Puntazomallorca1234,270.0,585.6,763.0,158000.0,2163,1500.0,2600.0,0.0,https://twitchtracker.com/puntazomallorca1234
Reymo_lite8,653.0,208.0,1119.0,136000.0,2167,2700.0,11100.0,0.0,https://twitchtracker.com/reymo_lite8
Evangelion0,810.0,155.6,22321.0,126000.0,2179,-556.0,182000.0,26900000.0,https://twitchtracker.com/evangelion0
Valorant_es,1740.0,41.7,14869.0,72500.0,2183,3300.0,84800.0,0.0,https://twitchtracker.com/valorant_es
Utbh_oficial,1450.0,61.3,3517.0,88900.0,2191,911.0,66700.0,1360000.0,https://twitchtracker.com/utbh_oficial
Xixauxas,524.0,269.7,6751.0,141000.0,2200,5300.0,101000.0,4050000.0,https://twitchtracker.com/xixauxas
Delt4forc3,349.0,429.8,9770.0,150000.0,2215,122.0,162000.0,5700000.0,https://twitchtracker.com/delt4forc3
Deqiuv,1239.0,79.6,44280.0,98600.0,2222,80.0,466000.0,4690000.0,https://twitchtracker.com/deqiuv
Themagmaboi,1424.0,61.2,3274.0,87200.0,2235,22800.0,368000.0,0.0,https://twitchtracker.com/themagmaboi
Brayitangaming27,1584.0,49.1,3529.0,77800.0,2238,2000.0,58200.0,0.0,https://twitchtracker.com/brayitangaming27
Adcshiiro,722.0,174.3,16276.0,126000.0,2263,2000.0,172000.0,7410000.0,https://twitchtracker.com/adcshiiro
Andreachinii,884.0,131.5,5087.0,116000.0,2266,4300.0,47000.0,0.0,https://twitchtracker.com/andreachinii
Pepiinero,908.0,125.7,14083.0,114000.0,2275,763.0,147000.0,9350000.0,https://twitchtracker.com/pepiinero
Arigameplays,2044.0,23.3,281402.0,47600.0,2291,5200.0,7020000.0,36900000.0,https://twitchtracker.com/arigameplays
Larodrice,2313.0,13.7,3705.0,31700.0,2295,7900.0,87400.0,0.0,https://twitchtracker.com/larodrice
Southpark_cast,239.0,622.6,437.0,149000.0,2314,1900.0,5800.0,0.0,https://twitchtracker.com/southpark_cast
Homeromaxhd,486.0,277.1,1305.0,135000.0,2316,-2.0,1.0,0.0,https://twitchtracker.com/homeromaxhd
Domiilol_,908.0,121.0,2052.0,110000.0,2325,1400.0,63700.0,0.0,https://twitchtracker.com/domiilol_
Taisontv,273.0,531.6,884.0,145000.0,2344,2600.0,66200.0,0.0,https://twitchtracker.com/taisontv
Kuentinlol,925.0,115.6,33759.0,107000.0,2353,1600.0,126000.0,3270000.0,https://twitchtracker.com/kuentinlol
Jade,916.0,116.7,4708.0,107000.0,2363,4300.0,108000.0,2009999.9999999998,https://twitchtracker.com/jade
Mangel,1441.0,52.9,55620.0,76300.0,2371,1100.0,1330000.0,7660000.0,https://twitchtracker.com/mangel
Cheffius,372.0,366.2,4564.0,136000.0,2386,2200.0,14100.0,0.0,https://twitchtracker.com/cheffius
Sadicaz,705.0,166.2,4555.0,117000.0,2387,1800.0,50700.0,0.0,https://twitchtracker.com/sadicaz
Aludovici,477.0,273.1,12092.0,130000.0,2389,1500.0,27200.0,0.0,https://twitchtracker.com/aludovici
Miguelangelromantv,1374.0,55.1,5986.0,75800.0,2430,1600.0,111000.0,0.0,https://twitchtracker.com/miguelangelromantv
Renrize,928.0,108.2,25878.0,100000.0,2447,2200.0,440000.0,1870000.0,https://twitchtracker.com/renrize
Jelty,1378.0,53.4,72174.0,73600.0,2466,2100.0,3000000.0,79000000.0,https://twitchtracker.com/jelty
Elfedelobo,1604.0,36.6,22056.0,58800.0,2510,3300.0,844000.0,4410000.0,https://twitchtracker.com/elfedelobo
Recuerd0p,773.0,136.9,6668.0,106000.0,2521,858.0,330000.0,2620000.0,https://twitchtracker.com/recuerd0p
Manutegaming,717.0,151.6,21342.0,109000.0,2526,923.0,309000.0,3120000.0,https://twitchtracker.com/manutegaming
Gmp50,1301.0,57.5,31681.0,74800.0,2535,2400.0,5800.0,0.0,https://twitchtracker.com/gmp50
Edgaralvarx,837.0,120.7,19090.0,101000.0,2543,1500.0,126000.0,0.0,https://twitchtracker.com/edgaralvarx
Kestico,1107.0,76.6,20847.0,84800.0,2558,8300.0,865000.0,2800000.0,https://twitchtracker.com/kestico
Forg1,720.0,147.9,46026.0,107000.0,2572,321.0,222000.0,4730000.0,https://twitchtracker.com/forg1
Damon_188,239.0,555.9,906.0,133000.0,2595,7200.0,7500.0,0.0,https://twitchtracker.com/damon_188
Noni,1205.0,64.1,88741.0,77200.0,2600,3200.0,957000.0,843000.0,https://twitchtracker.com/noni
Nefariusap,350.0,360.6,13182.0,126000.0,2601,5400.0,239000.0,1790000.0,https://twitchtracker.com/nefariusap
Cesarbakertft,827.0,119.1,1950.0,98500.0,2607,2200.0,47700.0,0.0,https://twitchtracker.com/cesarbakertft
Ampeterby7,1058.0,79.1,143231.0,83700.0,2636,2700.0,2370000.0,18300000.0,https://twitchtracker.com/ampeterby7
Werevertumorro,1688.0,27.8,28324.0,47000.0,2647,2500.0,360000.0,1960000.0,https://twitchtracker.com/werevertumorro
Giaantv,910.0,100.2,9120.0,91200.0,2651,1600.0,178000.0,835000.0,https://twitchtracker.com/giaantv
Emikukis,1256.0,54.9,18832.0,68900.0,2692,6900.0,1070000.0,1200000.0,https://twitchtracker.com/emikukis
Chiringuitodejugoneshoy,193.0,671.2,1463.0,129000.0,2698,4200.0,12200.0,0.0,https://twitchtracker.com/chiringuitodejugoneshoy
Mrvargastv,183.0,706.3,19731.0,129000.0,2720,1500.0,175000.0,1060000.0,https://twitchtracker.com/mrvargastv
Stradi,545.0,196.7,5282.0,107000.0,2738,603.0,51600.0,3420000.0,https://twitchtracker.com/stradi
Viviendoenlacalle,1015.0,78.5,13215.0,79700.0,2749,-798.0,389000.0,1910000.0,https://twitchtracker.com/viviendoenlacalle
Vicens,1244.0,53.4,46393.0,66400.0,2754,1200.0,1970000.0,22300000.0,https://twitchtracker.com/vicens
Cursedfiber78,408.0,280.0,2632.0,114000.0,2756,2400.0,98700.0,0.0,https://twitchtracker.com/cursedfiber78
Dragonballsuperttv,178.0,706.4,2339.0,125000.0,2791,4100.0,36800.0,0.0,https://twitchtracker.com/dragonballsuperttv
Razorklol,2163.0,5.4,7043.0,11700.0,2793,394.0,105000.0,820000.0,https://twitchtracker.com/razorklol
Telecomicslatin02,403.0,279.0,1507.0,112000.0,2794,1700.0,1800.0,0.0,https://twitchtracker.com/telecomicslatin02
Tozeo,1054.0,71.0,9004.0,74800.0,2804,2600.0,340000.0,2240000.0,https://twitchtracker.com/tozeo
Littleragergirl,1140.0,61.0,28296.0,69600.0,2810,-458.0,617000.0,20900000.0,https://twitchtracker.com/littleragergirl
Iamcristinini,1094.0,65.9,63002.0,72100.0,2817,-2400.0,3190000.0,92200000.0,https://twitchtracker.com/iamcristinini
Ryux,941.0,85.4,19455.0,80300.0,2831,-12.0,810000.0,20200000.0,https://twitchtracker.com/ryux
